request_id,timestamp,customer_id,api_key,source_ip,model_id,provider,channel_id,input_tokens,output_tokens,total_tokens,first_token_latency_ms,latency_ms,status_code,error_code,estimated_cost,data_origin,cost_origin,safety_hit
req_001612,2026-07-04 07:21:34,C004,key_c004_3,10.102.33.194,DeepSeek-V4,DeepSeek,api,555,230,785,470,1324,200,,0.000942,synthetic_calibrated,synthetic_assumption,True
req_005905,2026-07-04 07:22:33,C001,key_c001_3,10.174.100.225,DeepSeek-V4,DeepSeek,api,1873,126,1999,700,2131,200,,0.002399,synthetic_calibrated,synthetic_assumption,False
req_000955,2026-07-04 07:23:27,C003,key_c003_2,10.76.84.74,DeepSeek-V4,DeepSeek,api,195,171,366,406,1108,200,,0.000439,synthetic_calibrated,synthetic_assumption,False
req_006288,2026-07-04 07:24:49,C002,key_c002_1,10.178.60.78,DeepSeek-V4,DeepSeek,api,346,129,475,421,2061,200,,0.00057,synthetic_calibrated,synthetic_assumption,False
req_005797,2026-07-04 07:26:24,C003,key_c003_2,10.131.170.119,DeepSeek-V4,DeepSeek,api,286,147,433,537,1582,200,,0.00052,synthetic_calibrated,synthetic_assumption,False
req_003241,2026-07-04 07:28:34,C005,key_c005_1,10.193.25.66,DeepSeek-V4,DeepSeek,api,648,682,1330,478,1408,200,,0.001596,synthetic_calibrated,synthetic_assumption,False
req_003025,2026-07-04 07:30:09,C001,key_c001_3,10.4.217.96,DeepSeek-V4,DeepSeek,api,421,173,594,434,1467,200,,0.000713,synthetic_calibrated,synthetic_assumption,False
req_009351,2026-07-04 07:30:48,C003,key_c003_3,10.229.245.12,DeepSeek-V4,DeepSeek,web,433,218,651,436,1007,200,,0.000781,synthetic_calibrated,synthetic_assumption,False
req_001356,2026-07-04 07:32:06,C002,key_c002_1,10.63.72.95,DeepSeek-V4,DeepSeek,api,302,122,424,635,2046,200,,0.000509,synthetic_calibrated,synthetic_assumption,False
req_009945,2026-07-04 07:32:18,C005,key_c005_3,10.97.159.50,DeepSeek-V4,DeepSeek,api,189,206,395,247,1297,200,,0.000474,synthetic_calibrated,synthetic_assumption,False
req_005800,2026-07-04 07:32:39,C001,key_c001_1,10.78.211.91,DeepSeek-V4,DeepSeek,app,100,374,474,448,1573,200,,0.000569,synthetic_calibrated,synthetic_assumption,False
req_007979,2026-07-04 07:33:43,C006,key_c006_2,10.14.66.39,DeepSeek-V4,DeepSeek,api,540,117,657,471,1575,200,,0.000788,synthetic_calibrated,synthetic_assumption,False
req_001865,2026-07-04 07:34:22,C004,key_c004_2,10.52.236.34,Qwen3.6-35B-A3B,Qwen,api,349,173,522,613,1450,200,,0.000835,synthetic_calibrated,synthetic_assumption,False
req_002554,2026-07-04 07:34:41,C006,key_c006_1,10.144.113.183,DeepSeek-V4,DeepSeek,web,941,152,1093,585,1494,200,,0.001312,synthetic_calibrated,synthetic_assumption,False
req_008104,2026-07-04 07:36:44,C003,key_c003_1,10.200.205.158,DeepSeek-V4,DeepSeek,api,138,124,262,381,1376,200,,0.000314,synthetic_calibrated,synthetic_assumption,False
req_001393,2026-07-04 07:36:46,C001,key_c001_3,10.51.223.248,DeepSeek-V4,DeepSeek,app,92,139,231,514,1194,200,,0.000277,synthetic_calibrated,synthetic_assumption,False
req_000989,2026-07-04 07:40:00,C006,key_c006_2,10.23.199.240,DeepSeek-V4,DeepSeek,api,269,314,583,681,1210,200,,0.0007,synthetic_calibrated,synthetic_assumption,False
req_008217,2026-07-04 07:40:26,C002,key_c002_2,10.26.200.152,DeepSeek-V4,DeepSeek,app,465,116,581,666,2048,400,BAD_REQUEST,0.000697,synthetic_calibrated,synthetic_assumption,False
req_008936,2026-07-04 07:40:29,C003,key_c003_1,10.34.49.168,DeepSeek-V4,DeepSeek,web,284,151,435,627,1909,200,,0.000522,synthetic_calibrated,synthetic_assumption,False
req_008232,2026-07-04 07:40:54,C001,key_c001_3,10.105.19.74,DeepSeek-V4,DeepSeek,api,343,215,558,436,1367,200,,0.00067,synthetic_calibrated,synthetic_assumption,False
req_010000,2026-07-04 07:41:46,C003,key_c003_1,10.211.82.89,DeepSeek-V4,DeepSeek,api,512,650,1162,575,1232,200,,0.001394,synthetic_calibrated,synthetic_assumption,False
req_000816,2026-07-04 07:42:18,C006,key_c006_3,10.7.84.154,DeepSeek-V4,DeepSeek,api,251,448,699,459,858,200,,0.000839,synthetic_calibrated,synthetic_assumption,False
req_000762,2026-07-04 07:42:22,C004,key_c004_1,10.188.195.139,Minimax-M2.5,MiniMax,api,260,118,378,572,2189,200,,0.000907,synthetic_calibrated,synthetic_assumption,False
req_008980,2026-07-04 07:42:25,C007,key_c007_1,10.89.215.252,DeepSeek-V4,DeepSeek,api,299,273,572,605,1813,200,,0.000686,synthetic_calibrated,synthetic_assumption,False
req_003936,2026-07-04 07:42:59,C004,key_c004_2,10.186.79.61,DeepSeek-V4,DeepSeek,api,653,125,778,285,948,200,,0.000934,synthetic_calibrated,synthetic_assumption,False
req_008475,2026-07-04 07:44:06,C005,key_c005_2,10.72.51.105,DeepSeek-V4,DeepSeek,api,804,165,969,567,2186,200,,0.001163,synthetic_calibrated,synthetic_assumption,False
req_007435,2026-07-04 07:46:56,C009,key_c009_3,10.23.60.95,DeepSeek-V4,DeepSeek,api,542,276,818,419,1219,200,,0.000982,synthetic_calibrated,synthetic_assumption,False
req_004863,2026-07-04 07:47:30,C004,key_c004_2,10.190.244.126,Qwen3.6-35B-A3B,Qwen,api,347,142,489,464,2062,200,,0.000782,synthetic_calibrated,synthetic_assumption,False
req_008079,2026-07-04 07:50:04,C001,key_c001_3,10.216.18.221,DeepSeek-V4,DeepSeek,api,271,93,364,395,1086,200,,0.000437,synthetic_calibrated,synthetic_assumption,False
req_002637,2026-07-04 07:50:19,C002,key_c002_3,10.98.144.204,DeepSeek-V4,DeepSeek,api,235,616,851,390,1285,200,,0.001021,synthetic_calibrated,synthetic_assumption,False
req_003718,2026-07-04 07:53:04,C001,key_c001_1,10.118.169.67,DeepSeek-V4,DeepSeek,web,1225,242,1467,314,810,200,,0.00176,synthetic_calibrated,synthetic_assumption,False
req_006559,2026-07-04 07:53:57,C002,key_c002_1,10.187.221.1,DeepSeek-V4,DeepSeek,web,281,295,576,595,1434,200,,0.000691,synthetic_calibrated,synthetic_assumption,False
req_007363,2026-07-04 07:54:05,C002,key_c002_1,10.28.57.93,DeepSeek-V4,DeepSeek,web,222,177,399,336,1262,200,,0.000479,synthetic_calibrated,synthetic_assumption,False
req_005753,2026-07-04 07:55:51,C007,key_c007_1,10.5.25.108,DeepSeek-V4,DeepSeek,api,1012,136,1148,551,1613,200,,0.001378,synthetic_calibrated,synthetic_assumption,False
req_006595,2026-07-04 07:57:17,C007,key_c007_3,10.254.170.216,DeepSeek-V4,DeepSeek,app,435,224,659,571,1560,200,,0.000791,synthetic_calibrated,synthetic_assumption,False
req_001418,2026-07-04 07:59:28,C006,key_c006_1,10.115.89.167,DeepSeek-V4,DeepSeek,web,1112,386,1498,167,658,200,,0.001798,synthetic_calibrated,synthetic_assumption,False
req_004419,2026-07-04 08:01:08,C002,key_c002_1,10.178.75.170,DeepSeek-V4,DeepSeek,web,401,43,444,503,1463,200,,0.000533,synthetic_calibrated,synthetic_assumption,False
req_005754,2026-07-04 08:01:29,C002,key_c002_2,10.12.225.23,DeepSeek-V4,DeepSeek,app,777,182,959,528,1706,200,,0.001151,synthetic_calibrated,synthetic_assumption,False
req_008748,2026-07-04 08:01:43,C001,key_c001_2,10.70.42.112,DeepSeek-V4,DeepSeek,api,141,177,318,545,1409,500,INTERNAL_ERROR,0.000382,synthetic_calibrated,synthetic_assumption,False
req_009907,2026-07-04 08:02:33,C006,key_c006_1,10.206.113.238,Minimax-M2.5,MiniMax,api,603,137,740,559,1647,200,,0.001776,synthetic_calibrated,synthetic_assumption,False
req_001713,2026-07-04 08:04:56,C007,key_c007_2,10.222.6.26,Minimax-M2.5,MiniMax,api,180,161,341,689,2148,200,,0.000818,synthetic_calibrated,synthetic_assumption,False
req_000521,2026-07-04 08:05:36,C005,key_c005_1,10.190.229.215,DeepSeek-V4,DeepSeek,api,660,248,908,499,1495,200,,0.00109,synthetic_calibrated,synthetic_assumption,False
req_008902,2026-07-04 08:05:49,C001,key_c001_3,10.77.122.108,DeepSeek-V4,DeepSeek,api,457,414,871,391,2453,200,,0.001045,synthetic_calibrated,synthetic_assumption,False
req_002658,2026-07-04 08:07:18,C004,key_c004_2,10.206.103.144,DeepSeek-V4,DeepSeek,api,233,51,284,638,1707,200,,0.000341,synthetic_calibrated,synthetic_assumption,False
req_007052,2026-07-04 08:08:52,C003,key_c003_2,10.11.75.143,DeepSeek-V4,DeepSeek,api,818,285,1103,558,1375,200,,0.001324,synthetic_calibrated,synthetic_assumption,False
req_007632,2026-07-04 08:09:00,C005,key_c005_1,10.142.38.201,DeepSeek-V4,DeepSeek,web,312,127,439,291,1196,200,,0.000527,synthetic_calibrated,synthetic_assumption,False
req_005176,2026-07-04 08:11:08,C009,key_c009_1,10.187.199.11,DeepSeek-V4,DeepSeek,app,409,777,1186,414,1734,200,,0.001423,synthetic_calibrated,synthetic_assumption,False
req_001362,2026-07-04 08:12:10,C001,key_c001_1,10.252.220.81,DeepSeek-V4,DeepSeek,app,369,37,406,391,1600,200,,0.000487,synthetic_calibrated,synthetic_assumption,False
req_008799,2026-07-04 08:13:36,C002,key_c002_3,10.159.193.244,DeepSeek-V4,DeepSeek,web,202,62,264,397,771,200,,0.000317,synthetic_calibrated,synthetic_assumption,False
req_009364,2026-07-04 08:13:44,C002,key_c002_3,10.108.151.85,DeepSeek-V4,DeepSeek,api,937,160,1097,547,1694,200,,0.001316,synthetic_calibrated,synthetic_assumption,False
req_004460,2026-07-04 08:14:36,C005,key_c005_3,10.19.3.185,DeepSeek-V4,DeepSeek,app,397,272,669,298,1773,200,,0.000803,synthetic_calibrated,synthetic_assumption,False
req_002909,2026-07-04 08:15:38,C002,key_c002_3,10.141.141.66,DeepSeek-V4,DeepSeek,api,573,142,715,388,1757,200,,0.000858,synthetic_calibrated,synthetic_assumption,False
req_002213,2026-07-04 08:16:38,C002,key_c002_3,10.18.98.24,DeepSeek-V4,DeepSeek,web,246,458,704,511,1726,200,,0.000845,synthetic_calibrated,synthetic_assumption,False
req_008387,2026-07-04 08:16:52,C005,key_c005_1,10.167.165.137,DeepSeek-V4,DeepSeek,api,258,113,371,493,1543,200,,0.000445,synthetic_calibrated,synthetic_assumption,False
req_002369,2026-07-04 08:17:53,C006,key_c006_1,10.133.210.197,DeepSeek-V4,DeepSeek,api,727,335,1062,713,1356,200,,0.001274,synthetic_calibrated,synthetic_assumption,True
req_005295,2026-07-04 08:18:04,C006,key_c006_2,10.46.154.147,DeepSeek-V4,DeepSeek,api,737,164,901,536,1326,200,,0.001081,synthetic_calibrated,synthetic_assumption,False
req_002111,2026-07-04 08:20:54,C005,key_c005_3,10.13.92.175,DeepSeek-V4,DeepSeek,web,289,160,449,604,1304,200,,0.000539,synthetic_calibrated,synthetic_assumption,False
req_001963,2026-07-04 08:21:20,C002,key_c002_2,10.120.63.220,DeepSeek-V4,DeepSeek,app,535,187,722,448,866,200,,0.000866,synthetic_calibrated,synthetic_assumption,False
req_004059,2026-07-04 08:23:10,C008,key_c008_2,10.193.194.71,DeepSeek-V4,DeepSeek,api,278,147,425,467,1573,429,RATE_LIMIT,0.00051,synthetic_calibrated,synthetic_assumption,False
req_000415,2026-07-04 08:24:55,C002,key_c002_1,10.64.150.202,DeepSeek-V4,DeepSeek,app,365,153,518,500,1831,200,,0.000622,synthetic_calibrated,synthetic_assumption,False
req_005272,2026-07-04 08:25:06,C004,key_c004_3,10.37.146.113,DeepSeek-V4,DeepSeek,api,587,120,707,293,1025,200,,0.000848,synthetic_calibrated,synthetic_assumption,False
req_007588,2026-07-04 08:26:35,C001,key_c001_2,10.152.82.62,DeepSeek-V4,DeepSeek,api,588,278,866,301,1042,200,,0.001039,synthetic_calibrated,synthetic_assumption,False
req_007682,2026-07-04 08:29:56,C006,key_c006_3,10.229.124.153,DeepSeek-V4,DeepSeek,api,389,342,731,567,2221,200,,0.000877,synthetic_calibrated,synthetic_assumption,False
req_003387,2026-07-04 08:30:17,C006,key_c006_2,10.243.231.117,DeepSeek-V4,DeepSeek,app,275,357,632,415,984,500,INTERNAL_ERROR,0.000758,synthetic_calibrated,synthetic_assumption,False
req_004186,2026-07-04 08:30:26,C004,key_c004_2,10.48.80.100,DeepSeek-V4,DeepSeek,app,1120,163,1283,598,648,200,,0.00154,synthetic_calibrated,synthetic_assumption,False
req_000698,2026-07-04 08:31:45,C002,key_c002_3,10.189.217.188,DeepSeek-V4,DeepSeek,web,318,101,419,480,1336,200,,0.000503,synthetic_calibrated,synthetic_assumption,False
req_001539,2026-07-04 08:31:51,C003,key_c003_2,10.81.45.77,DeepSeek-V4,DeepSeek,app,321,227,548,519,1536,200,,0.000658,synthetic_calibrated,synthetic_assumption,False
req_001958,2026-07-04 08:32:07,C001,key_c001_3,10.111.191.58,DeepSeek-V4,DeepSeek,api,762,128,890,331,1550,200,,0.001068,synthetic_calibrated,synthetic_assumption,False
req_009636,2026-07-04 08:32:26,C006,key_c006_2,10.13.130.83,Qwen3.6-35B-A3B,Qwen,web,169,556,725,242,1759,200,,0.00116,synthetic_calibrated,synthetic_assumption,False
req_000245,2026-07-04 08:33:12,C004,key_c004_2,10.210.80.241,DeepSeek-V4,DeepSeek,api,129,86,215,668,1478,200,,0.000258,synthetic_calibrated,synthetic_assumption,False
req_000173,2026-07-04 08:33:51,C007,key_c007_1,10.27.183.125,DeepSeek-V4,DeepSeek,web,372,173,545,668,1684,200,,0.000654,synthetic_calibrated,synthetic_assumption,False
req_003689,2026-07-04 08:35:07,C002,key_c002_3,10.187.155.27,DeepSeek-V4,DeepSeek,api,282,156,438,505,1434,200,,0.000526,synthetic_calibrated,synthetic_assumption,False
req_003578,2026-07-04 08:35:09,C003,key_c003_2,10.160.212.62,DeepSeek-V4,DeepSeek,api,161,204,365,280,1297,200,,0.000438,synthetic_calibrated,synthetic_assumption,False
req_003230,2026-07-04 08:36:46,C006,key_c006_3,10.169.252.167,DeepSeek-V4,DeepSeek,api,385,119,504,653,1521,200,,0.000605,synthetic_calibrated,synthetic_assumption,False
req_004335,2026-07-04 08:37:48,C001,key_c001_3,10.40.66.183,DeepSeek-V4,DeepSeek,api,264,301,565,496,1992,200,,0.000678,synthetic_calibrated,synthetic_assumption,False
req_000538,2026-07-04 08:39:51,C007,key_c007_1,10.152.210.164,DeepSeek-V4,DeepSeek,api,504,256,760,679,1739,200,,0.000912,synthetic_calibrated,synthetic_assumption,False
req_007450,2026-07-04 08:44:41,C008,key_c008_2,10.186.241.3,DeepSeek-V4,DeepSeek,web,255,251,506,490,1110,200,,0.000607,synthetic_calibrated,synthetic_assumption,False
req_004688,2026-07-04 08:45:19,C004,key_c004_1,10.79.95.51,DeepSeek-V4,DeepSeek,web,233,81,314,517,1608,200,,0.000377,synthetic_calibrated,synthetic_assumption,False
req_003848,2026-07-04 08:45:33,C009,key_c009_1,10.215.101.122,DeepSeek-V4,DeepSeek,api,98,208,306,552,1736,200,,0.000367,synthetic_calibrated,synthetic_assumption,False
req_005064,2026-07-04 08:46:13,C003,key_c003_1,10.50.247.57,DeepSeek-V4,DeepSeek,api,215,938,1153,412,1687,400,BAD_REQUEST,0.001384,synthetic_calibrated,synthetic_assumption,False
req_001354,2026-07-04 08:47:20,C008,key_c008_3,10.164.82.180,DeepSeek-V4,DeepSeek,api,1046,84,1130,551,1716,200,,0.001356,synthetic_calibrated,synthetic_assumption,False
req_006467,2026-07-04 08:47:46,C002,key_c002_1,10.174.177.9,DeepSeek-V4,DeepSeek,app,477,277,754,525,1278,200,,0.000905,synthetic_calibrated,synthetic_assumption,False
req_005450,2026-07-04 08:48:01,C004,key_c004_3,10.178.196.231,DeepSeek-V4,DeepSeek,api,397,57,454,790,1819,200,,0.000545,synthetic_calibrated,synthetic_assumption,False
req_007595,2026-07-04 08:50:02,C001,key_c001_3,10.63.70.219,Minimax-M2.5,MiniMax,app,504,55,559,467,1252,200,,0.001342,synthetic_calibrated,synthetic_assumption,False
req_002904,2026-07-04 08:50:56,C002,key_c002_3,10.252.207.36,DeepSeek-V4,DeepSeek,app,1115,125,1240,472,1539,200,,0.001488,synthetic_calibrated,synthetic_assumption,False
req_009618,2026-07-04 08:53:21,C005,key_c005_3,10.149.198.197,DeepSeek-V4,DeepSeek,web,264,126,390,513,1236,200,,0.000468,synthetic_calibrated,synthetic_assumption,False
req_007485,2026-07-04 08:53:36,C010,key_c010_2,10.229.249.53,DeepSeek-V4,DeepSeek,api,1024,86,1110,493,1360,200,,0.001332,synthetic_calibrated,synthetic_assumption,False
req_006766,2026-07-04 08:53:45,C004,key_c004_2,10.124.165.89,Qwen3.6-35B-A3B,Qwen,api,125,65,190,477,1359,200,,0.000304,synthetic_calibrated,synthetic_assumption,False
req_000118,2026-07-04 08:54:29,C004,key_c004_2,10.141.69.194,DeepSeek-V4,DeepSeek,api,243,184,427,623,1665,200,,0.000512,synthetic_calibrated,synthetic_assumption,False
req_003984,2026-07-04 08:57:42,C002,key_c002_3,10.133.199.200,DeepSeek-V4,DeepSeek,web,299,522,821,511,2024,200,,0.000985,synthetic_calibrated,synthetic_assumption,False
req_007727,2026-07-04 08:57:50,C002,key_c002_1,10.123.67.169,DeepSeek-V4,DeepSeek,api,329,341,670,235,1346,200,,0.000804,synthetic_calibrated,synthetic_assumption,False
req_004807,2026-07-04 09:01:04,C004,key_c004_3,10.12.35.70,DeepSeek-V4,DeepSeek,web,564,181,745,459,1679,200,,0.000894,synthetic_calibrated,synthetic_assumption,False
req_004672,2026-07-04 09:01:08,C001,key_c001_2,10.243.77.140,DeepSeek-V4,DeepSeek,web,613,597,1210,422,1392,200,,0.001452,synthetic_calibrated,synthetic_assumption,False
req_004114,2026-07-04 09:01:12,C002,key_c002_2,10.208.100.250,DeepSeek-V4,DeepSeek,api,406,94,500,443,1638,200,,0.0006,synthetic_calibrated,synthetic_assumption,False
req_000905,2026-07-04 09:01:25,C006,key_c006_2,10.199.124.23,DeepSeek-V4,DeepSeek,api,531,207,738,585,1101,200,,0.000886,synthetic_calibrated,synthetic_assumption,False
req_001363,2026-07-04 09:02:02,C006,key_c006_2,10.56.44.69,DeepSeek-V4,DeepSeek,api,416,255,671,445,1490,200,,0.000805,synthetic_calibrated,synthetic_assumption,False
req_006085,2026-07-04 09:02:23,C008,key_c008_1,10.111.182.180,DeepSeek-V4,DeepSeek,app,475,136,611,640,1570,200,,0.000733,synthetic_calibrated,synthetic_assumption,False
req_009261,2026-07-04 09:02:49,C004,key_c004_2,10.188.211.12,DeepSeek-V4,DeepSeek,api,228,347,575,378,1108,200,,0.00069,synthetic_calibrated,synthetic_assumption,False
req_001795,2026-07-04 09:03:19,C006,key_c006_2,10.150.180.1,DeepSeek-V4,DeepSeek,api,177,90,267,573,1465,200,,0.00032,synthetic_calibrated,synthetic_assumption,False
req_002249,2026-07-04 09:05:09,C002,key_c002_1,10.243.248.227,DeepSeek-V4,DeepSeek,api,969,124,1093,543,1263,200,,0.001312,synthetic_calibrated,synthetic_assumption,False
req_002809,2026-07-04 09:05:35,C002,key_c002_2,10.206.60.195,DeepSeek-V4,DeepSeek,api,148,317,465,723,1495,200,,0.000558,synthetic_calibrated,synthetic_assumption,False
req_007195,2026-07-04 09:07:30,C003,key_c003_3,10.54.14.123,DeepSeek-V4,DeepSeek,app,650,259,909,250,1315,200,,0.001091,synthetic_calibrated,synthetic_assumption,False
req_006569,2026-07-04 09:08:34,C002,key_c002_1,10.251.243.207,DeepSeek-V4,DeepSeek,web,3078,125,3203,612,1383,200,,0.003844,synthetic_calibrated,synthetic_assumption,False
req_008467,2026-07-04 09:08:47,C006,key_c006_1,10.138.180.241,DeepSeek-V4,DeepSeek,api,212,295,507,582,1248,200,,0.000608,synthetic_calibrated,synthetic_assumption,False
req_009625,2026-07-04 09:08:55,C002,key_c002_3,10.33.174.20,DeepSeek-V4,DeepSeek,api,327,316,643,80,812,200,,0.000772,synthetic_calibrated,synthetic_assumption,False
req_009453,2026-07-04 09:10:52,C003,key_c003_3,10.173.91.59,DeepSeek-V4,DeepSeek,api,129,155,284,279,1774,200,,0.000341,synthetic_calibrated,synthetic_assumption,False
req_006604,2026-07-04 09:10:58,C005,key_c005_1,10.249.247.116,DeepSeek-V4,DeepSeek,web,673,232,905,426,1316,200,,0.001086,synthetic_calibrated,synthetic_assumption,False
req_003164,2026-07-04 09:12:37,C004,key_c004_2,10.92.189.71,DeepSeek-V4,DeepSeek,api,331,105,436,507,1435,200,,0.000523,synthetic_calibrated,synthetic_assumption,False
req_007994,2026-07-04 09:14:21,C002,key_c002_1,10.247.101.51,DeepSeek-V4,DeepSeek,api,331,402,733,381,1420,401,UNAUTHORIZED,0.00088,synthetic_calibrated,synthetic_assumption,False
req_006875,2026-07-04 09:14:46,C005,key_c005_1,10.212.76.114,DeepSeek-V4,DeepSeek,api,133,191,324,535,1425,200,,0.000389,synthetic_calibrated,synthetic_assumption,False
req_007458,2026-07-04 09:15:06,C002,key_c002_1,10.21.46.123,DeepSeek-V4,DeepSeek,web,451,193,644,345,1569,200,,0.000773,synthetic_calibrated,synthetic_assumption,False
req_004663,2026-07-04 09:15:13,C003,key_c003_3,10.30.115.65,DeepSeek-V4,DeepSeek,api,537,72,609,555,975,200,,0.000731,synthetic_calibrated,synthetic_assumption,False
req_000285,2026-07-04 09:16:38,C002,key_c002_2,10.146.8.61,DeepSeek-V4,DeepSeek,app,396,171,567,373,1766,200,,0.00068,synthetic_calibrated,synthetic_assumption,False
req_005583,2026-07-04 09:16:59,C003,key_c003_3,10.46.223.236,Minimax-M2.5,MiniMax,api,869,278,1147,684,1999,200,,0.002753,synthetic_calibrated,synthetic_assumption,False
req_004937,2026-07-04 09:20:21,C004,key_c004_3,10.166.99.56,DeepSeek-V4,DeepSeek,api,410,498,908,259,1426,200,,0.00109,synthetic_calibrated,synthetic_assumption,False
req_003014,2026-07-04 09:20:33,C002,key_c002_2,10.205.177.11,DeepSeek-V4,DeepSeek,web,221,802,1023,161,1459,200,,0.001228,synthetic_calibrated,synthetic_assumption,False
req_005805,2026-07-04 09:20:49,C003,key_c003_2,10.149.3.2,DeepSeek-V4,DeepSeek,api,198,534,732,429,1593,200,,0.000878,synthetic_calibrated,synthetic_assumption,False
req_002703,2026-07-04 09:20:53,C007,key_c007_2,10.252.58.202,DeepSeek-V4,DeepSeek,api,134,120,254,531,1330,200,,0.000305,synthetic_calibrated,synthetic_assumption,False
req_005638,2026-07-04 09:23:12,C006,key_c006_1,10.189.218.15,DeepSeek-V4,DeepSeek,api,346,195,541,340,1403,200,,0.000649,synthetic_calibrated,synthetic_assumption,False
req_006093,2026-07-04 09:25:58,C001,key_c001_2,10.90.117.70,DeepSeek-V4,DeepSeek,app,1046,175,1221,439,1449,200,,0.001465,synthetic_calibrated,synthetic_assumption,False
req_006205,2026-07-04 09:26:00,C002,key_c002_2,10.253.124.224,DeepSeek-V4,DeepSeek,api,246,289,535,255,1492,200,,0.000642,synthetic_calibrated,synthetic_assumption,False
req_004394,2026-07-04 09:29:26,C001,key_c001_2,10.151.63.66,DeepSeek-V4,DeepSeek,api,140,186,326,517,1035,200,,0.000391,synthetic_calibrated,synthetic_assumption,False
req_004588,2026-07-04 09:29:28,C005,key_c005_1,10.4.187.122,DeepSeek-V4,DeepSeek,api,958,105,1063,325,796,200,,0.001276,synthetic_calibrated,synthetic_assumption,False
req_007527,2026-07-04 09:31:03,C002,key_c002_2,10.201.209.226,DeepSeek-V4,DeepSeek,api,431,74,505,409,1620,200,,0.000606,synthetic_calibrated,synthetic_assumption,False
req_001872,2026-07-04 09:31:05,C009,key_c009_1,10.128.67.153,DeepSeek-V4,DeepSeek,api,526,196,722,652,2270,200,,0.000866,synthetic_calibrated,synthetic_assumption,False
req_000283,2026-07-04 09:32:10,C004,key_c004_1,10.81.183.146,DeepSeek-V4,DeepSeek,web,478,137,615,237,1084,200,,0.000738,synthetic_calibrated,synthetic_assumption,False
req_006367,2026-07-04 09:32:51,C005,key_c005_1,10.81.6.83,DeepSeek-V4,DeepSeek,api,257,115,372,200,1074,200,,0.000446,synthetic_calibrated,synthetic_assumption,False
req_007014,2026-07-04 09:33:42,C002,key_c002_2,10.61.124.201,DeepSeek-V4,DeepSeek,api,140,217,357,375,1305,200,,0.000428,synthetic_calibrated,synthetic_assumption,False
req_004602,2026-07-04 09:33:54,C001,key_c001_1,10.177.171.139,DeepSeek-V4,DeepSeek,api,805,313,1118,388,1752,200,,0.001342,synthetic_calibrated,synthetic_assumption,False
req_003576,2026-07-04 09:35:28,C001,key_c001_3,10.251.251.185,DeepSeek-V4,DeepSeek,app,1193,103,1296,328,1607,200,,0.001555,synthetic_calibrated,synthetic_assumption,False
req_001843,2026-07-04 09:36:53,C010,key_c010_2,10.213.65.92,DeepSeek-V4,DeepSeek,web,275,214,489,368,931,200,,0.000587,synthetic_calibrated,synthetic_assumption,False
req_004405,2026-07-04 09:37:27,C005,key_c005_3,10.44.185.37,DeepSeek-V4,DeepSeek,app,339,532,871,456,1200,200,,0.001045,synthetic_calibrated,synthetic_assumption,False
req_000760,2026-07-04 09:37:39,C005,key_c005_1,10.244.95.211,DeepSeek-V4,DeepSeek,api,843,172,1015,445,1207,200,,0.001218,synthetic_calibrated,synthetic_assumption,False
req_004013,2026-07-04 09:39:25,C001,key_c001_3,10.139.18.171,DeepSeek-V4,DeepSeek,app,1375,217,1592,353,1630,200,,0.00191,synthetic_calibrated,synthetic_assumption,False
req_008125,2026-07-04 09:39:25,C009,key_c009_3,10.12.48.136,DeepSeek-V4,DeepSeek,app,676,144,820,411,1314,200,,0.000984,synthetic_calibrated,synthetic_assumption,False
req_001976,2026-07-04 09:43:04,C010,key_c010_3,10.108.92.112,DeepSeek-V4,DeepSeek,api,169,132,301,706,1560,503,SERVICE_UNAVAILABLE,0.000361,synthetic_calibrated,synthetic_assumption,False
req_000516,2026-07-04 09:43:19,C008,key_c008_1,10.153.161.43,DeepSeek-V4,DeepSeek,app,255,291,546,477,1567,200,,0.000655,synthetic_calibrated,synthetic_assumption,False
req_000301,2026-07-04 09:43:59,C009,key_c009_3,10.71.86.193,DeepSeek-V4,DeepSeek,api,361,214,575,507,1164,200,,0.00069,synthetic_calibrated,synthetic_assumption,False
req_009270,2026-07-04 09:44:16,C006,key_c006_3,10.40.198.72,DeepSeek-V4,DeepSeek,api,193,57,250,438,1905,200,,0.0003,synthetic_calibrated,synthetic_assumption,False
req_002994,2026-07-04 09:49:22,C001,key_c001_2,10.164.75.46,DeepSeek-V4,DeepSeek,api,434,198,632,315,1625,200,,0.000758,synthetic_calibrated,synthetic_assumption,False
req_000686,2026-07-04 09:49:50,C001,key_c001_2,10.48.157.241,DeepSeek-V4,DeepSeek,api,523,67,590,311,1118,200,,0.000708,synthetic_calibrated,synthetic_assumption,False
req_002043,2026-07-04 09:50:49,C002,key_c002_2,10.245.81.191,DeepSeek-V4,DeepSeek,api,304,569,873,392,1638,500,INTERNAL_ERROR,0.001048,synthetic_calibrated,synthetic_assumption,False
req_008717,2026-07-04 09:52:25,C005,key_c005_3,10.107.170.180,DeepSeek-V4,DeepSeek,api,248,229,477,578,1025,200,,0.000572,synthetic_calibrated,synthetic_assumption,True
req_009335,2026-07-04 09:52:55,C002,key_c002_1,10.6.46.129,DeepSeek-V4,DeepSeek,app,676,123,799,493,1958,200,,0.000959,synthetic_calibrated,synthetic_assumption,False
req_003757,2026-07-04 09:53:04,C003,key_c003_3,10.122.168.167,DeepSeek-V4,DeepSeek,api,234,254,488,792,1648,200,,0.000586,synthetic_calibrated,synthetic_assumption,False
